inject_id,evidence_record_id,domain,title,observed_fact,original_evidence_path,source_locator,authority_class,effective_at,jurisdiction,conflict_state,source_sha256,validation_note
INJ-034,INJ-034-E02,"D05 — Catastrophe, property, motor and parametric operations",Parametric sensor spoofing,"Rainfall sensor data exceeds the trigger, but neighbouring stations and satellite estimates disagree.",data/parametric_contracts.csv,record_id=INJ-034-PARAMETRIC_CONTRACTS,mixed,as_supplied,derive_from_source,preserve,d2fc97a628ab9b98387ae3211e9774e796ecbe61e3e8ad6011c3c28e709e530c,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-035,INJ-035-E01,"D05 — Catastrophe, property, motor and parametric operations",Catastrophe vendor outage,The primary imagery and hazard vendor is unavailable during peak triage.,data/vendor_status.csv,record_id=INJ-035-VENDOR_STATUS,mixed,as_supplied,derive_from_source,open,a2d9c7ad8e90b6c2471e72bd1a84aa7ac4bb95c6d172d3018ba954914d0e07bc,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-035,INJ-035-E02,"D05 — Catastrophe, property, motor and parametric operations",Catastrophe vendor outage,The primary imagery and hazard vendor is unavailable during peak triage.,data/downtime_events.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,open,60a9ecad7dedfec6e3de5ebbfd8c09a28b92f251e19a317864b3de41b6d4b3f1,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-036,INJ-036-E01,"D05 — Catastrophe, property, motor and parametric operations",Emergency payment pressure,"Executives request rapid hardship advances before coverage, sanctions and duplicate checks are complete.",data/emergency_payment_requests.csv,record_id=INJ-036-EMERGENCY_PAYMENT_REQUES,mixed,as_supplied,derive_from_source,preserve,41e338cde3793bffcabf9a2d43c40b66e60744bbb88cfc2485274d2af83df4e8,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-036,INJ-036-E02,"D05 — Catastrophe, property, motor and parametric operations",Emergency payment pressure,"Executives request rapid hardship advances before coverage, sanctions and duplicate checks are complete.",data/claims.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,preserve,e5eac9107cec28a85feb05f09f116565b075e1780dba60e3aefa431237adc01d,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-037,INJ-037-E01,"D06 — Life, health, disability and sensitive-risk operations",Provider identity collision,"A hospital group uses reused provider identifiers after an acquisition, corrupting network and fraud analytics.",data/providers.csv,record_id=INJ-037-PROVIDERS,mixed,as_supplied,derive_from_source,open,6670aa4ea98ad48a67b6b70f2825b0e9c3c7e80ec4ad2ce0f2f5e90296e46fd8,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-037,INJ-037-E02,"D06 — Life, health, disability and sensitive-risk operations",Provider identity collision,"A hospital group uses reused provider identifiers after an acquisition, corrupting network and fraud analytics.",data/provider_aliases.csv,record_id=INJ-037-PROVIDER_ALIASES,mixed,as_supplied,derive_from_source,open,6336e34b6e11558bca261333261fa411b8093547645de59971ade832a58feacb,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-038,INJ-038-E01,"D06 — Life, health, disability and sensitive-risk operations",Health-code version mismatch,"ICD, CPT and local procedure codes use different effective versions across claim, pre-auth and policy rules.",data/health_claims.csv,record_id=INJ-038-HEALTH_CLAIMS,mixed,as_supplied,derive_from_source,open,17123f0925d086b5eb3ff8292f25361131d5ddca6a904684563815fa6593acc9,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-038,INJ-038-E02,"D06 — Life, health, disability and sensitive-risk operations",Health-code version mismatch,"ICD, CPT and local procedure codes use different effective versions across claim, pre-auth and policy rules.",data/terminology_versions.csv,record_id=INJ-038-TERMINOLOGY_VERSIONS,mixed,as_supplied,derive_from_source,open,0b03311ffbe4f16b87692e9ed22c7dd915cda9420ac58c62e0e21a948131d6d2,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-039,INJ-039-E01,"D06 — Life, health, disability and sensitive-risk operations",Mental-health privacy boundary,Behavioural-health notes are exposed to a general claims summarisation workflow beyond minimum necessary use.,data/clinical_notes.csv,record_id=INJ-039-CLINICAL_NOTES,mixed,as_supplied,derive_from_source,open,68808bfaa201593a9127802014c6d77661a98946fc278b1bbcf9ddd0be2c6895,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-039,INJ-039-E02,"D06 — Life, health, disability and sensitive-risk operations",Mental-health privacy boundary,Behavioural-health notes are exposed to a general claims summarisation workflow beyond minimum necessary use.,data/access_policies.csv,record_id=INJ-039-ACCESS_POLICIES,mixed,as_supplied,derive_from_source,open,728ce4421776992dbfa77ec251604725d51125611d546a8062f0b85a9b4e574d,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-040,INJ-040-E01,"D06 — Life, health, disability and sensitive-risk operations",Disability functional conflict,"Employer, physician, wearable and claimant evidence disagree on functional limitation and return-to-work dates.",data/disability_claims.csv,record_id=INJ-040-DISABILITY_CLAIMS,mixed,as_supplied,derive_from_source,preserve,7cf6e8503a0e38a82100cca30f1c90ada5ca109fb7e7e1ac1fa107c98f180ee8,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-040,INJ-040-E02,"D06 — Life, health, disability and sensitive-risk operations",Disability functional conflict,"Employer, physician, wearable and claimant evidence disagree on functional limitation and return-to-work dates.",data/functional_evidence.csv,record_id=INJ-040-FUNCTIONAL_EVIDENCE,mixed,as_supplied,derive_from_source,preserve,a55a88f189e157b43ef183fb067c343583eb2393db88672b270447a7ed48b1c5,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-041,INJ-041-E01,"D06 — Life, health, disability and sensitive-risk operations",Genetic-information exclusion,A life-risk feature store contains family-history and genetic indicators prohibited or restricted in some jurisdictions.,data/feature_store.csv,record_id=INJ-041-FEATURE_STORE,mixed,as_supplied,derive_from_source,open,a9751a22062e09f1e6628d1540cccaa8551f8ef161f25a1844f9b2f4b3fb8d86,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-041,INJ-041-E02,"D06 — Life, health, disability and sensitive-risk operations",Genetic-information exclusion,A life-risk feature store contains family-history and genetic indicators prohibited or restricted in some jurisdictions.,data/jurisdiction_rules.csv,record_id=INJ-041-JURISDICTION_RULES,mixed,as_supplied,derive_from_source,open,b03fb1cb36cbca3c377a7d2d1f18b791d509b77c84e0301fa45da98099e30a95,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-042,INJ-042-E01,"D06 — Life, health, disability and sensitive-risk operations",Dependent eligibility mismatch,A newborn is covered under a grace rule in one system but absent from the membership file.,data/member_eligibility.csv,record_id=INJ-042-MEMBER_ELIGIBILITY,mixed,as_supplied,derive_from_source,preserve,225b5e0f138c3c7a8c0068b3b06c6a06499d6bf7a402840053581c9c93c69211,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-042,INJ-042-E02,"D06 — Life, health, disability and sensitive-risk operations",Dependent eligibility mismatch,A newborn is covered under a grace rule in one system but absent from the membership file.,data/health_claims.csv,record_id=INJ-042-HEALTH_CLAIMS,mixed,as_supplied,derive_from_source,preserve,17123f0925d086b5eb3ff8292f25361131d5ddca6a904684563815fa6593acc9,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-043,INJ-043-E01,"D06 — Life, health, disability and sensitive-risk operations",Wellness consent withdrawal,"A member withdraws consent for wearable use, but the data remains in pricing and engagement features.",data/consents.csv,record_id=INJ-043-CONSENTS,mixed,as_supplied,derive_from_source,open,a39ee8ade581cd716e483053ad4a7a003a127d5399dc73add511087d05b05b4a,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-043,INJ-043-E02,"D06 — Life, health, disability and sensitive-risk operations",Wellness consent withdrawal,"A member withdraws consent for wearable use, but the data remains in pricing and engagement features.",data/feature_store.csv,record_id=INJ-043-FEATURE_STORE,mixed,as_supplied,derive_from_source,open,a9751a22062e09f1e6628d1540cccaa8551f8ef161f25a1844f9b2f4b3fb8d86,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-044,INJ-044-E01,"D06 — Life, health, disability and sensitive-risk operations",Provider outage and continuity,A claims clearinghouse outage forces manual submissions with incomplete coding and duplicate risk.,data/downtime_events.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,preserve,60a9ecad7dedfec6e3de5ebbfd8c09a28b92f251e19a317864b3de41b6d4b3f1,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-044,INJ-044-E02,"D06 — Life, health, disability and sensitive-risk operations",Provider outage and continuity,A claims clearinghouse outage forces manual submissions with incomplete coding and duplicate risk.,data/manual_claim_intake.csv,record_id=INJ-044-MANUAL_CLAIM_INTAKE,mixed,as_supplied,derive_from_source,preserve,34411509698dcfe540be764f816b1e184d8b4f8e536a4e970a3573edbcec5e1f,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-045,INJ-045-E01,"D07 — Fraud, financial crime and adversarial behaviour",Fraud-ring graph ambiguity,"Shared devices, addresses and repairers suggest a ring, but some links are legitimate household or fleet relationships.",data/fraud_links.csv,record_id=INJ-045-FRAUD_LINKS,mixed,as_supplied,derive_from_source,open,a2a18225959624d6a3ef7ea65d5c2502366aa9b3f0ef13a7358d3187eb71476d,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-045,INJ-045-E02,"D07 — Fraud, financial crime and adversarial behaviour",Fraud-ring graph ambiguity,"Shared devices, addresses and repairers suggest a ring, but some links are legitimate household or fleet relationships.",data/claimant_identities.csv,record_id=INJ-045-CLAIMANT_IDENTITIES,mixed,as_supplied,derive_from_source,open,fefeed20077621d73aa394189b3ae4b65498e7177483417e8b44628db17d3a1a,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-046,INJ-046-E01,"D07 — Fraud, financial crime and adversarial behaviour",Synthetic identity,"A life applicant combines valid government, credit and employer attributes belonging to different people.",data/identity_checks.csv,record_id=INJ-046-IDENTITY_CHECKS,mixed,as_supplied,derive_from_source,open,4024bcefb811b953d3ed8ce68496fa00ce21c1dd916905b662ecb807c521268f,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-046,INJ-046-E02,"D07 — Fraud, financial crime and adversarial behaviour",Synthetic identity,"A life applicant combines valid government, credit and employer attributes belonging to different people.",data/life_applications.csv,record_id=INJ-046-LIFE_APPLICATIONS,mixed,as_supplied,derive_from_source,open,cd1ce315c4abf686b55fbd5aef8cdc0e9fb589a29d7bf0b3da7ebc2f1e2ec39c,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-047,INJ-047-E01,"D07 — Fraud, financial crime and adversarial behaviour",Sanctions-name collision,A claimant name matches a sanctions record but date of birth and nationality are incomplete.,data/sanctions_screening.csv,record_id=INJ-047-SANCTIONS_SCREENING,mixed,as_supplied,derive_from_source,open,985742c70836f80002edefa8054b57646278883cd7d187843258e6fe48d1e8cd,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-047,INJ-047-E02,"D07 — Fraud, financial crime and adversarial behaviour",Sanctions-name collision,A claimant name matches a sanctions record but date of birth and nationality are incomplete.,data/claimant_identities.csv,record_id=INJ-047-CLAIMANT_IDENTITIES,mixed,as_supplied,derive_from_source,open,fefeed20077621d73aa394189b3ae4b65498e7177483417e8b44628db17d3a1a,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-048,INJ-048-E01,"D07 — Fraud, financial crime and adversarial behaviour",Insider claim manipulation,A claims handler repeatedly changes payee details shortly before payment approval.,data/payment_changes.csv,record_id=INJ-048-PAYMENT_CHANGES,mixed,as_supplied,derive_from_source,open,116ed8a0fe372026e84fcde2c949bdf18a598606069ce8fa7d8063c2eb44c377,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-048,INJ-048-E02,"D07 — Fraud, financial crime and adversarial behaviour",Insider claim manipulation,A claims handler repeatedly changes payee details shortly before payment approval.,data/audit_events.csv,record_id=INJ-048-AUDIT_EVENTS,mixed,as_supplied,derive_from_source,open,97b78f98275322e348489991f166828455fa15fa3c49fcc89dc6ccd8e82e5772,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-049,INJ-049-E01,"D07 — Fraud, financial crime and adversarial behaviour",Document deepfake,A commercial fire claim includes an AI-generated invoice and altered certificate.,data/claim_documents.csv,record_id=INJ-049-CLAIM_DOCUMENTS,mixed,as_supplied,derive_from_source,open,6661bea877142176ed42409232bc9ebf753ad3a202a25cc8c8834b57dc480bc9,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-049,INJ-049-E02,"D07 — Fraud, financial crime and adversarial behaviour",Document deepfake,A commercial fire claim includes an AI-generated invoice and altered certificate.,data/document_forensics.csv,record_id=INJ-049-DOCUMENT_FORENSICS,mixed,as_supplied,derive_from_source,open,c160b132963876f025eb8f042d001aee97d60c35b7b530efeedc3ab3956a17c7,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-050,INJ-050-E01,"D07 — Fraud, financial crime and adversarial behaviour",Fraud-model feedback loop,"Investigations focus on model-selected groups, creating biased labels and apparent performance improvement.",data/fraud_referrals.csv,record_id=INJ-050-FRAUD_REFERRALS,mixed,as_supplied,derive_from_source,open,1fb03a609398b98044a9afb65c1c1fcbcd16c10583106630ce9f7af994e27247,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-050,INJ-050-E02,"D07 — Fraud, financial crime and adversarial behaviour",Fraud-model feedback loop,"Investigations focus on model-selected groups, creating biased labels and apparent performance improvement.",data/model_training_labels.csv,record_id=INJ-050-MODEL_TRAINING_LABELS,mixed,as_supplied,derive_from_source,open,b3f513aac754a52d8222ce5ba01744fc6233bbcdb1a4af522b8c28eae2ac3110,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-051,INJ-051-E01,"D08 — Reinsurance, capital, reserving and finance",Treaty wording ambiguity,"A catastrophe treaty differs between slip, signed wording and bordereaux mapping for hours clause and flood aggregation.",data/reinsurance_treaties.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,open,b71dbbf91ab7e660f8f8faeab1d32f0f08434d339d202a560ca4beb648387d9d,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-051,INJ-051-E02,"D08 — Reinsurance, capital, reserving and finance",Treaty wording ambiguity,"A catastrophe treaty differs between slip, signed wording and bordereaux mapping for hours clause and flood aggregation.",data/treaty_documents.csv,record_id=INJ-051-TREATY_DOCUMENTS,mixed,as_supplied,derive_from_source,open,5b4491cc88df75e491b79bd4d00cb7a857e4e82aeb51a76234e6acb9eb639e87,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-052,INJ-052-E01,"D08 — Reinsurance, capital, reserving and finance",Event-definition conflict,Claims teams use one catastrophe event ID while reinsurers apply different hours and geographic aggregation.,data/cat_events.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,open,3637e44720bfb976d59b802d6f24c6f1d8abc6f22ad4d1eb48b7fbe65c9ea02e,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-052,INJ-052-E02,"D08 — Reinsurance, capital, reserving and finance",Event-definition conflict,Claims teams use one catastrophe event ID while reinsurers apply different hours and geographic aggregation.,data/reinsurance_events.csv,record_id=INJ-052-REINSURANCE_EVENTS,mixed,as_supplied,derive_from_source,open,10d1533d8cb200e43d800ad50d3f42b036b8766d5d28188afb8006a7a2e7a9e7,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-053,INJ-053-E01,"D08 — Reinsurance, capital, reserving and finance",Bordereaux currency error,"Paid and outstanding amounts mix USD, EUR, INR and GBP using inconsistent valuation dates.",data/bordereaux.csv,record_id=INJ-053-BORDEREAUX,mixed,as_supplied,derive_from_source,open,4ae5444c4e7b270d83d8134b40d49873c979d0a9f1e8a2f5a17070745196b247,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-053,INJ-053-E02,"D08 — Reinsurance, capital, reserving and finance",Bordereaux currency error,"Paid and outstanding amounts mix USD, EUR, INR and GBP using inconsistent valuation dates.",data/fx_rates.csv,record_id=INJ-053-FX_RATES,mixed,as_supplied,derive_from_source,open,3c32f436d36694b1ea7ce14b8cac4c9a02e9e59efe26488ab83d1b25f3c95f32,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-054,INJ-054-E01,"D08 — Reinsurance, capital, reserving and finance",Facultative placement gap,A high-value location appears bound in broker email but absent from the reinsurance administration system.,data/facultative_placements.csv,record_id=INJ-054-FACULTATIVE_PLACEMENTS,mixed,as_supplied,derive_from_source,open,3ba59d2284c9c05c5592296a849ebd71fc5b3df479e531376da19af2bb8a94a3,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-054,INJ-054-E02,"D08 — Reinsurance, capital, reserving and finance",Facultative placement gap,A high-value location appears bound in broker email but absent from the reinsurance administration system.,data/broker_correspondence.csv,record_id=INJ-054-BROKER_CORRESPONDENCE,mixed,as_supplied,derive_from_source,open,0a3197e1f0cd1b61f06569501a42d1e6a05cbafd5de0f012435d6fd6180c406d,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-055,INJ-055-E01,"D08 — Reinsurance, capital, reserving and finance",Reserve model drift,"Inflation, repair duration and litigation severity move outside the reserving model training range.",data/claim_reserves.csv,record_id=INJ-055-CLAIM_RESERVES,mixed,as_supplied,derive_from_source,open,ffac621dd89b83ca8b5d3d659d7c8c68f001502e204eb4d004728dc22895a52b,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-055,INJ-055-E02,"D08 — Reinsurance, capital, reserving and finance",Reserve model drift,"Inflation, repair duration and litigation severity move outside the reserving model training range.",data/reserving_assumptions.csv,record_id=INJ-055-RESERVING_ASSUMPTIONS,mixed,as_supplied,derive_from_source,open,80c422e82cfdf35c4de0455c3f00e665106c9e67bfd3af24186fd43b7d2a2d67,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-056,INJ-056-E01,"D08 — Reinsurance, capital, reserving and finance",IFRS 17 grouping conflict,"Acquired portfolios map inconsistently to cohorts, profitability groups and contract boundaries.",data/ifrs17_groups.csv,record_id=INJ-056-IFRS17_GROUPS,mixed,as_supplied,derive_from_source,open,47ca779f19d02953fd349fe756e99fb170a9bb7ed91edbc803f70195a7336e65,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-056,INJ-056-E02,"D08 — Reinsurance, capital, reserving and finance",IFRS 17 grouping conflict,"Acquired portfolios map inconsistently to cohorts, profitability groups and contract boundaries.",data/policy_products.csv,record_id=INJ-056-POLICY_PRODUCTS,mixed,as_supplied,derive_from_source,open,8532a2673782db88943ad6289c1f196723583ef8b2d89ee139930216ce66efeb,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-057,INJ-057-E01,"D08 — Reinsurance, capital, reserving and finance",Capital-model concentration,"Cloud, cyber and catastrophe dependencies create correlated exposures not represented in the internal model.",data/capital_scenarios.csv,record_id=INJ-057-CAPITAL_SCENARIOS,mixed,as_supplied,derive_from_source,open,33cc26e073610f72b2f4cc0e76fd010f9d0bc038b6d2e466661580feb5264c39,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-057,INJ-057-E02,"D08 — Reinsurance, capital, reserving and finance",Capital-model concentration,"Cloud, cyber and catastrophe dependencies create correlated exposures not represented in the internal model.",data/vendor_dependencies.csv,record_id=INJ-057-VENDOR_DEPENDENCIES,mixed,as_supplied,derive_from_source,open,2a668842ee72d003ebcb19e86c31267ad7a8796c51d47551a3d4b893fdba884b,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-058,INJ-058-E01,"D08 — Reinsurance, capital, reserving and finance",Collateral dispute,A reinsurer collateral balance is stale during a ratings downgrade and large-loss notification.,data/reinsurance_collateral.csv,record_id=INJ-058-REINSURANCE_COLLATERAL,mixed,as_supplied,derive_from_source,preserve,1c30770dd792b3f169a29cc47a801c2e4001cb079738656cb6cbfa9ea29fc532,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-058,INJ-058-E02,"D08 — Reinsurance, capital, reserving and finance",Collateral dispute,A reinsurer collateral balance is stale during a ratings downgrade and large-loss notification.,data/counterparty_ratings.csv,record_id=INJ-058-COUNTERPARTY_RATINGS,mixed,as_supplied,derive_from_source,preserve,6f4b1bd54d2538f096a8ec3bed1ac2187d21e165248c6fa6a58a6965c761042d,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-059,INJ-059-E01,"D09 — Distribution, conduct, complaints and customer outcomes",Bancassurance mis-selling,"Recorded calls, sales script and suitability declaration conflict for a savings-linked protection product.",data/sales_interactions.csv,record_id=INJ-059-SALES_INTERACTIONS,mixed,as_supplied,derive_from_source,preserve,660bd3c1c472a7e49a07f9c9808aa5d4648e97a528fca8eca89cc6f6fc6a0169,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-059,INJ-059-E02,"D09 — Distribution, conduct, complaints and customer outcomes",Bancassurance mis-selling,"Recorded calls, sales script and suitability declaration conflict for a savings-linked protection product.",data/suitability_records.csv,record_id=INJ-059-SUITABILITY_RECORDS,mixed,as_supplied,derive_from_source,preserve,6ab294e9b1c6f7f50c0e11d5c9beeb9c21644d78a31487ff3bfdfc7dfc855a0c,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-060,INJ-060-E01,"D09 — Distribution, conduct, complaints and customer outcomes",Broker remuneration conflict,A broker receives higher commission for a product with narrower coverage and more exclusions.,data/broker_commissions.csv,record_id=INJ-060-BROKER_COMMISSIONS,mixed,as_supplied,derive_from_source,open,7fd33e1643e1286b704c42aff6c0a6404a9a04bae20b744bacd0f7e307c05ec6,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-060,INJ-060-E02,"D09 — Distribution, conduct, complaints and customer outcomes",Broker remuneration conflict,A broker receives higher commission for a product with narrower coverage and more exclusions.,data/product_comparisons.csv,record_id=INJ-060-PRODUCT_COMPARISONS,mixed,as_supplied,derive_from_source,open,e2708b664e91b188845ca6cba949f1cfdacaa09d06379fb6a52927b1a13cdd96,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-061,INJ-061-E01,"D09 — Distribution, conduct, complaints and customer outcomes",Dark-pattern renewal,The mobile journey makes cancellation difficult and preselects optional covers.,data/digital_journeys.csv,record_id=INJ-061-DIGITAL_JOURNEYS,mixed,as_supplied,derive_from_source,open,2ba97eb6d267b1d298a78185eb66e8d8d3ae102f563be2ea017ba18163093ce4,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-061,INJ-061-E02,"D09 — Distribution, conduct, complaints and customer outcomes",Dark-pattern renewal,The mobile journey makes cancellation difficult and preselects optional covers.,data/usability_findings.csv,record_id=INJ-061-USABILITY_FINDINGS,mixed,as_supplied,derive_from_source,open,9d0f779124fb87264a1c3774394c86e2dd4d5ba55bca0144a2f89bd101d388cd,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-062,INJ-062-E01,"D09 — Distribution, conduct, complaints and customer outcomes",Complaint clock mismatch,"Complaint receipt dates differ across email, branch, ombudsman and CRM systems.",data/complaints.csv,record_id=INJ-062-COMPLAINTS,mixed,as_supplied,derive_from_source,open,c25d2aeaa4ce711754191c1147566aa276e7e41af52ab30e0ea014c553fb9830,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-062,INJ-062-E02,"D09 — Distribution, conduct, complaints and customer outcomes",Complaint clock mismatch,"Complaint receipt dates differ across email, branch, ombudsman and CRM systems.",data/communication_events.csv,record_id=INJ-062-COMMUNICATION_EVENTS,mixed,as_supplied,derive_from_source,open,57d12aa5f35896fd237857c756cb1fd279ff2d486fc38225fb5d5001038aeaba,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-063,INJ-063-E01,"D09 — Distribution, conduct, complaints and customer outcomes",Vulnerable customer handling,A hardship claimant repeatedly discloses disability and bereavement but is routed through generic automation.,data/customer_vulnerability.csv,record_id=INJ-063-CUSTOMER_VULNERABILITY,mixed,as_supplied,derive_from_source,open,b9d5afdfb2d6d14161c506ee14800f19090f00fdda7de6c78f784cc35fa640ff,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-063,INJ-063-E02,"D09 — Distribution, conduct, complaints and customer outcomes",Vulnerable customer handling,A hardship claimant repeatedly discloses disability and bereavement but is routed through generic automation.,data/contact_history.csv,record_id=INJ-063-CONTACT_HISTORY,mixed,as_supplied,derive_from_source,open,dab89d00c4a7e177895b94db33ca30ada6121e81c84b219eeac082c5d9885179,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-064,INJ-064-E01,"D09 — Distribution, conduct, complaints and customer outcomes",Multilingual wording inequity,Translated policy summaries omit material limitations present in the authoritative wording.,data/translations.csv,record_id=INJ-064-TRANSLATIONS,mixed,as_supplied,derive_from_source,open,2b5f04c535f98ab2f30423a2a42641e36b353efca3c5a7c046e5faa871b58a79,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-064,INJ-064-E02,"D09 — Distribution, conduct, complaints and customer outcomes",Multilingual wording inequity,Translated policy summaries omit material limitations present in the authoritative wording.,data/policy_wording_versions.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,open,e6e9b9e8856613d030680e67bc1f064ed16a65a12df6b46fc32b931745cb426b,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-065,INJ-065-E01,"D10 — Data, interoperability, ontology and evidence authority",Party-role confusion,"The same person may be policyholder, insured, claimant, beneficiary, driver, employee and broker contact.",data/parties.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,open,b75e9d2370e0fd423f2da9363c48495348e0221e23e047a6e355517b6e08eca6,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-065,INJ-065-E02,"D10 — Data, interoperability, ontology and evidence authority",Party-role confusion,"The same person may be policyholder, insured, claimant, beneficiary, driver, employee and broker contact.",data/party_roles.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,open,6c3095c6bd8cc30429c0183215b451074e549a48e4cba6bc66d2651b9e0a9c92,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-066,INJ-066-E01,"D10 — Data, interoperability, ontology and evidence authority",Policy-claim identifier collision,Legacy policy numbers are reused across countries and product lines.,data/policies.csv,file-level; participant must select controlling record(s),mixed,as_supplied,derive_from_source,open,4cb86047f65c816619a05ced54c11b6b4d64cca72de1b557547ca5b4cd8d4ec5,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-066,INJ-066-E02,"D10 — Data, interoperability, ontology and evidence authority",Policy-claim identifier collision,Legacy policy numbers are reused across countries and product lines.,data/identifier_crosswalk.csv,record_id=INJ-066-IDENTIFIER_CROSSWALK,mixed,as_supplied,derive_from_source,open,2faf37045faaeec2efdc72ca513d35de9de32880e0a87b3402fa365660db8341,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-067,INJ-067-E01,"D10 — Data, interoperability, ontology and evidence authority",ACORD mapping loss,"An integration drops endorsement effective time, reserve currency and catastrophe event identifier.",data/acord_messages.csv,record_id=INJ-067-ACORD_MESSAGES,mixed,as_supplied,derive_from_source,open,7ca49f26d31459fbbfb37b80e940d0bf542cc859c3d710e8686d9ed8c6fc99d0,"Use the located source and case context; this ledger is an evidence index, not an outcome."
INJ-067,INJ-067-E02,"D10 — Data, interoperability, ontology and evidence authority",ACORD mapping loss,"An integration drops endorsement effective time, reserve currency and catastrophe event identifier.",data/integration_errors.csv,record_id=INJ-067-INTEGRATION_ERRORS,mixed,as_supplied,derive_from_source,open,8a787bb5650e3a66e6c9315f5a68dab9472904d9218c4a26c987af3d3620814d,"Use the located source and case context; this ledger is an evidence index, not an outcome."
